"","type","ind","time","coefhat","tstat","iteration"
"109","mortality",216,216,121.447895504102,3.59502941808918,356
"110","mortality",216,216,151.918413422745,4.64440724089755,359
"111","mortality",190,190,63.5311458541597,4.05396327443683,365
"112","mortality",218,218,-127.104271852258,-3.63676794774994,365
"113","mortality",218,218,-121.669490549969,-3.79332943489888,368
"114","mortality",52,52,103.141496299309,3.77367117476974,370
"115","mortality",184,184,-127.966246170575,-4.09824930051928,375
"116","mortality",218,218,-100.828035264984,-3.86487858431201,375
"117","mortality",218,218,-131.326056373982,-4.01977155453195,384
"118","mortality",147,147,123.650804305449,3.5732393291914,385
"119","mortality",115,115,-108.262675163973,-4.00533466770764,386
"120","mortality",217,217,130.381670856109,3.88849324901935,386
"121","mortality",75,75,114.257799879668,3.62565648948716,387
"122","mortality",217,217,134.489252438258,4.00860980446584,388
"123","mortality",159,159,120.348471103998,3.68299037073892,390
"124","mortality",225,225,106.149105313076,3.75449743315401,390
"125","mortality",115,115,-127.07317783349,-3.6774412665832,398
"126","mortality",216,216,125.50900166607,3.58582962178916,399
"127","mortality",218,218,-105.553539088328,-3.52531219349071,400
"128","mortality",171,171,114.393524753269,3.61806680589514,404
"129","mortality",17,17,-116.314325201847,-3.5982663733866,410
"130","mortality",182,182,-96.8321278558917,-3.66887528728532,410
"131","mortality",147,147,122.442421868737,3.58134532932634,416
"132","mortality",218,218,-119.267413235554,-3.63090245967503,424
"133","mortality",147,147,134.860713824432,3.94586490869101,430
"134","mortality",147,147,121.534656040624,3.5441083972514,436
"135","mortality",216,216,123.317354199405,3.67756127848457,445
"136","mortality",172,172,-80.9934632032473,-3.58505467494678,453
"137","mortality",225,225,98.4575884667034,3.89356033662888,455
"138","mortality",218,218,-98.0977192256173,-3.82563114943816,461
"139","mortality",225,225,86.5826385206742,3.53917277001186,466
"140","mortality",167,167,94.3816691917136,3.67656007420274,469
"141","mortality",115,115,-124.661585706604,-3.62703831334283,471
"142","mortality",218,218,-108.482191683463,-3.77153594875411,471
"143","mortality",115,115,-139.955391130625,-3.99407951977313,477
"144","mortality",218,218,-109.785447984635,-3.67304645852165,483
"145","mortality",218,218,-116.357568092088,-3.77180379281677,487
"146","mortality",218,218,-118.874250672994,-3.5354364480161,488
"147","mortality",218,218,-117.596634243047,-3.71721755280057,489
"148","mortality",161,161,-113.124657630388,-3.98124961288058,492
"149","mortality",218,218,-112.377208606012,-3.90511222867871,492
"150","mortality",146,146,-122.635753585899,-3.81098061968323,502
"151","mortality",218,218,-125.83337315083,-3.6347763772358,511
"152","mortality",147,147,107.985607188167,4.07660552970114,515
"153","mortality",147,147,104.071919409361,3.75327267502424,519
"154","mortality",218,218,-106.153369919017,-4.04753734662292,544
"155","mortality",225,225,100.126246034443,3.64983461514122,547
"156","mortality",190,190,104.582032006918,3.76649996410571,559
"157","mortality",146,146,-122.253695552556,-3.87697954736546,561
"158","mortality",216,216,129.617340592141,4.10903186434308,561
"159","mortality",216,216,142.152534138651,4.21900779247716,564
"160","mortality",115,115,-127.091349126333,-3.81003435082004,566
"161","mortality",218,218,-97.2432288102926,-3.68182156755976,567
"162","mortality",218,218,-119.921549450359,-3.51508358157577,578
"163","mortality",115,115,-136.320659138193,-4.00710631247118,581
"164","mortality",147,147,125.745593294175,3.7585717184384,593
"165","mortality",146,146,-139.070608319303,-4.2758762164582,594
"166","mortality",115,115,-105.898037729509,-3.95352553217795,596
"167","mortality",118,118,114.920216796397,3.51142348587798,596
"168","mortality",217,217,124.177079232535,3.83912313754538,600
"169","mortality",83,83,-131.544377380205,-3.94667004414533,605
"170","mortality",182,182,-96.6895060255103,-3.8433070413288,611
"171","mortality",171,171,126.137814070935,3.53751935636491,613
"172","mortality",218,218,-122.361963105061,-3.80886359688494,616
"173","mortality",217,217,135.984355735833,3.96086249409414,617
"174","mortality",146,146,-137.204663019677,-3.91361428264874,621
"175","mortality",166,166,86.5843146854303,3.81294042180141,623
"176","mortality",123,123,118.325766667311,3.77571578447283,631
"177","mortality",147,147,122.045242643164,3.89224910932343,631
"178","mortality",182,182,-121.100266926065,-3.70436597556024,640
"179","mortality",216,216,132.637323527886,4.93949642193008,645
"180","mortality",218,218,-162.426324199764,-4.90692693014396,645
"181","mortality",214,214,94.512997146954,3.60685824711504,647
"182","mortality",147,147,134.262865647271,3.83213801902483,655
"183","mortality",146,146,-113.256757585289,-3.67789674243036,658
"184","mortality",216,216,128.17490421425,3.78338131588669,667
"185","mortality",147,147,125.445682878329,3.62464288238022,678
"186","mortality",115,115,-113.618442032164,-3.65302714371902,682
"187","mortality",218,218,-128.793014030509,-3.76966687917895,684
"188","mortality",190,190,97.6551178962307,3.88745777912627,687
"189","mortality",218,218,-111.20012972944,-3.56788265378809,687
"190","mortality",216,216,132.358616274094,3.71625103843941,689
"191","mortality",147,147,114.24769977962,3.76906198545337,694
"192","mortality",172,172,-124.701438933999,-4.21606456404103,694
"193","mortality",214,214,108.533639906892,4.65088203841036,694
"194","mortality",218,218,-107.416224198599,-3.60300377034368,694
"195","mortality",147,147,135.919314706974,3.81697785610784,697
"196","mortality",221,221,-98.529727685464,-3.64760739322385,701
"197","mortality",34,34,103.117946014679,3.98153729513158,707
"198","mortality",159,159,113.428676394399,3.61540450650222,709
"199","mortality",217,217,125.685841130277,3.99675518274963,709
"200","mortality",147,147,155.961799526458,4.90197817607792,710
"201","mortality",218,218,-104.428317279451,-3.64717820097348,715
"202","mortality",218,218,-107.710771829854,-3.64111902521606,717
"203","mortality",115,115,-120.163513154697,-3.54202820016224,719
"204","mortality",216,216,115.755445503277,3.5398790336802,733
"205","mortality",218,218,-125.705517933343,-3.84362189967205,733
"206","mortality",147,147,131.228592766693,4.06686331852109,738
"207","mortality",115,115,-99.3286571045625,-3.89453157834669,739
"208","mortality",115,115,-101.834015652259,-3.65973521648578,741
"209","mortality",166,166,92.9662588199581,4.59252668359159,741
"210","mortality",187,187,54.2594368687186,4.49506828200562,741
"211","mortality",218,218,-73.2565139494455,-3.51860897311757,741
"212","mortality",190,190,52.458860598153,3.79301724702482,748
"213","mortality",216,216,143.487546260356,4.17120322656214,760
"214","mortality",225,225,78.0888290952883,3.68491655413191,760
"215","mortality",190,190,49.879168960487,3.59842350332509,767
"216","mortality",216,216,85.735209498938,3.55567647174901,773
"217","mortality",218,218,-153.541961316787,-4.65479400626496,773
"218","mortality",147,147,119.172658843719,3.66615737744647,776
"219","mortality",147,147,112.333997718181,3.50624172545092,777
"220","mortality",190,190,56.3490394725081,4.00540985979713,777
"221","mortality",190,190,46.6981774301065,3.60800379138631,781
"222","mortality",221,221,-115.93030478809,-4.55688567055924,781
"223","mortality",191,191,54.6174481667313,3.78456605570344,783
"224","mortality",225,225,81.6714000095402,3.84560693393949,786
"225","mortality",147,147,135.875723506745,4.21477804012495,790
"226","mortality",147,147,136.636208557093,4.2952979522178,791
"227","mortality",34,34,99.609917231116,3.89237783329657,798
"228","mortality",216,216,119.262355704977,3.77993133145111,798
"229","mortality",216,216,101.887623047132,3.68912608242005,800
"230","mortality",218,218,-167.180926857628,-4.94915460883959,800
"231","mortality",216,216,111.256587951878,4.3443512439524,801
"232","mortality",218,218,-122.781464441349,-3.67250563408502,810
"233","mortality",218,218,-112.576752711231,-3.64842337709691,812
"234","mortality",146,146,-144.542913949698,-4.42011908953014,814
"235","mortality",216,216,126.73869368817,3.79758426993045,830
"236","mortality",147,147,127.653439450562,3.6776235731734,832
"237","mortality",146,146,-118.017823975629,-3.5573792095318,835
"238","mortality",218,218,-99.3670173514133,-3.5537684739194,835
"239","mortality",217,217,122.913791315944,3.91883975247055,842
"240","mortality",216,216,117.653853767217,3.73552748785786,848
"241","mortality",190,190,60.1495147239887,4.08844422195765,855
"242","mortality",218,218,-124.517272751494,-3.76815796384101,856
"243","mortality",216,216,120.780141038778,3.62198922076863,857
"244","mortality",192,192,138.179981667286,4.58315400296412,859
"245","mortality",216,216,146.762804363227,5.03237777939981,868
"246","mortality",147,147,138.954658292638,4.19174083299266,881
"247","mortality",216,216,116.677178335015,3.88779638653089,892
"248","mortality",146,146,-130.115037347182,-4.02458384627438,895
"249","mortality",216,216,113.937511584928,3.51928916305452,895
"250","mortality",90,90,-122.369272718551,-3.68255536089799,900
"251","mortality",146,146,-120.390427894689,-3.52427458681254,903
"252","mortality",171,171,124.038954382552,3.60152324159078,916
"253","mortality",161,161,-97.6450061264293,-3.563304560133,932
"254","mortality",192,192,133.617411546746,3.82240207375573,935
"255","mortality",147,147,117.40882545453,3.89725711909468,941
"256","mortality",182,182,-98.2494329891375,-3.80228637803582,945
"257","mortality",115,115,-120.073795900529,-3.6008204719769,948
"258","mortality",159,159,116.126473318752,3.79076499403773,950
"259","mortality",182,182,-98.6920242460471,-3.69872355496795,954
"260","mortality",216,216,121.818652843992,3.88474000003618,957
"261","mortality",217,217,119.815057585963,3.52030612541909,971
"262","mortality",146,146,-111.167394089322,-3.55122137289992,977
"263","mortality",218,218,-104.666615724558,-3.85850693358354,977
"264","mortality",188,188,51.208446416902,3.80393110471053,978
"265","mortality",216,216,114.019809998434,4.15130076870928,995
"266","mortality",217,217,261.654602050073,3.90398875806499,1
"267","mortality",98,98,-280.155679595676,-3.70909104908292,2
"268","mortality",168,168,231.631351005307,3.75054399856728,2
"269","mortality",193,193,276.572379074881,3.62523156542949,5
"270","mortality",217,217,303.000016006496,3.85070445464158,6
"271","mortality",33,33,-299.90129450991,-4.06836181801589,12
"272","mortality",144,144,228.519586039625,3.83884833534019,12
"273","mortality",168,168,240.943589287913,4.0318220048168,12
"274","mortality",217,217,325.487617826209,4.40733891333514,12
"275","mortality",216,216,236.21903587871,3.67946155433392,16
"276","mortality",216,216,253.264990019228,4.20577348793507,18
"277","mortality",111,111,288.134164616829,3.55948637341423,20
"278","mortality",216,216,260.520645558742,4.08366031865854,23
"279","mortality",33,33,-267.489285492372,-3.79561323201421,34
"280","mortality",169,169,273.28679066349,3.85936920484275,34
"281","mortality",12,12,259.601078189083,3.65331412767239,35
"282","mortality",111,111,269.07121686838,3.78821873021029,35
"283","mortality",217,217,316.979902591844,3.72489574207697,40
"284","mortality",60,60,307.759490335919,3.66385204928467,42
"285","mortality",216,216,260.804577055598,4.01398452592048,43
"286","mortality",217,217,305.974181085601,3.59383328351869,44
"287","mortality",216,216,288.810398155275,4.34137964821741,45
"288","mortality",33,33,-267.980447032606,-3.57807836743611,58
"289","mortality",72,72,250.855344634668,3.78474889590414,59
"290","mortality",216,216,232.895676178785,3.52656082586933,63
"291","mortality",217,217,299.219997679968,3.81123376363636,65
"292","mortality",217,217,351.227881867939,4.25319635637128,66
"293","mortality",217,217,328.890785610744,4.27987593050673,70
"294","mortality",169,169,306.415236615013,3.74901764460201,80
"295","mortality",111,111,307.553184839471,3.97113835882256,82
"296","mortality",217,217,308.084625527076,3.91997984622967,85
"297","mortality",216,216,299.292522313455,5.00858757106618,86
"298","mortality",216,216,258.33537099122,3.96396380662944,91
"299","mortality",217,217,305.765000502292,3.83755483014848,93
"300","mortality",217,217,325.282653892149,3.96985023871773,100
"301","mortality",33,33,-304.243985734138,-3.87675998713825,102
"302","mortality",75,75,325.824714773616,4.15226945985611,102
"303","mortality",216,216,252.937506854364,3.94763658785516,102
"304","mortality",216,216,312.423167410456,4.73832873695756,103
"305","mortality",66,66,-236.598713596958,-3.74332734828873,109
"306","mortality",32,32,-299.585811843947,-3.74425654450216,110
"307","mortality",217,217,337.445515250314,4.45229120964,111
"308","mortality",216,216,249.928137698376,3.8776031311681,113
"309","mortality",216,216,257.639035198553,3.94075940199784,115
"310","mortality",216,216,247.816339105761,3.88178563311908,121
"311","mortality",216,216,297.524184377531,4.37863267308178,124
"312","mortality",216,216,249.872540709027,3.82194530991031,133
"313","mortality",193,193,290.131138267141,3.63721005049585,136
"314","mortality",169,169,279.36946156535,3.86870916677948,137
"315","mortality",217,217,359.467123550369,4.96361549803432,137
"316","mortality",217,217,315.66997043575,3.95146002312011,142
"317","mortality",216,216,251.110941246922,3.66864813257674,147
"318","mortality",217,217,333.594883545483,3.97753564225646,151
"319","mortality",66,66,-229.839233774054,-3.5092156067309,152
"320","mortality",168,168,236.995415302929,3.51994051446347,152
"321","mortality",216,216,247.639051369888,3.67887409053921,154
"322","mortality",217,217,231.145785044314,3.7266114574874,155
"323","mortality",169,169,326.376109481413,4.13540226965529,156
"324","mortality",216,216,227.459279955911,3.5598429177433,156
"325","mortality",216,216,269.812469600779,3.93176079752548,163
"326","mortality",217,217,316.743020954282,4.10384876974523,165
"327","mortality",216,216,124.625887826837,3.52084006538434,167
"328","mortality",33,33,-296.866888349152,-3.80607254033719,177
"329","mortality",216,216,141.775458234507,3.83342803116088,182
"330","mortality",217,217,285.548181219921,4.46954473456683,184
"331","mortality",217,217,285.811809970987,3.78411651184976,186
"332","mortality",202,202,125.964888928312,3.82448443855706,190
"333","mortality",122,122,-308.73304951054,-4.21855325556931,191
"334","mortality",216,216,246.056435421234,4.09658280945759,191
"335","mortality",11,11,217.53238705476,3.54360683101313,194
"336","mortality",75,75,289.638843893948,3.85802268977346,194
"337","mortality",217,217,283.042647112464,3.76425860258743,194
"338","mortality",216,216,224.497590286611,3.51122644917617,196
"339","mortality",216,216,272.229297511476,3.87586281505966,199
"340","mortality",228,228,283.624163325007,3.7394460052603,202
"341","mortality",12,12,277.710607052729,3.65693170258042,203
"342","mortality",217,217,263.497994428815,4.21144057486788,203
"343","mortality",217,217,288.144129442689,3.70685715503115,210
"344","mortality",216,216,230.308930919775,3.63555977770765,211
"345","mortality",111,111,360.828589643192,4.38167239046626,216
"346","mortality",216,216,241.190860468706,3.55968861078144,217
"347","mortality",111,111,289.486789575288,3.63225881868157,221
"348","mortality",111,111,335.553792242046,4.34506724619296,224
"349","mortality",216,216,236.157113787341,3.55776554176685,225
"350","mortality",178,178,271.683932919323,3.516169756175,228
"351","mortality",193,193,294.024456489063,3.80536343489512,228
"352","mortality",193,193,272.382191265988,3.59207202628803,231
"353","mortality",216,216,277.861129573037,4.45176153032223,231
"354","mortality",216,216,265.254981938505,4.05148949079358,235
"355","mortality",217,217,279.52513325645,3.78719972548908,239
"356","mortality",8,8,-261.338483698677,-3.51753779815845,244
"357","mortality",169,169,324.395950942551,4.38466548302354,244
"358","mortality",73,73,243.54875841128,3.785170835081,255
"359","mortality",217,217,276.757626440171,4.10752390402524,257
"360","mortality",111,111,264.913614278359,3.57953097943382,261
"361","mortality",216,216,262.885708946616,3.79009238166096,261
"362","mortality",152,152,-306.215846542748,-3.68761074523111,262
"363","mortality",216,216,273.1652074157,4.4645948330878,268
"364","mortality",12,12,274.747130604416,3.57611420803861,272
"365","mortality",216,216,134.467662722648,3.59215068504793,284
"366","mortality",217,217,254.586808430733,3.89529885812296,285
"367","mortality",216,216,251.18690579272,3.81812464137997,286
"368","mortality",169,169,294.543768443519,3.75397826366596,289
"369","mortality",216,216,286.768507236984,4.53190370256406,290
"370","mortality",111,111,369.165432114972,4.87546058397611,291
"371","mortality",111,111,293.348409995735,3.69729396827324,292
"372","mortality",217,217,292.280544252398,3.67652037104348,292
"373","mortality",8,8,-364.142662615589,-4.17171780774394,299
"374","mortality",217,217,251.390473785029,3.81242698821811,300
"375","mortality",96,96,250.801995113348,3.91367911357165,309
"376","mortality",98,98,-373.888278662758,-4.76761678934495,309
"377","mortality",12,12,231.510304640135,3.64400474806839,316
"378","mortality",96,96,278.121215514195,3.60396015782554,317
"379","mortality",217,217,287.449834155818,3.71640498858899,317
"380","mortality",169,169,299.171719836711,3.80573966401304,320
"381","mortality",193,193,278.920991331408,3.54561867737533,320
"382","mortality",216,216,249.582946735996,3.73870481052653,321
"383","mortality",217,217,332.418457072272,4.23142816881747,331
"384","mortality",12,12,235.103204569546,3.55640241747089,334
"385","mortality",213,213,-398.703078673484,-5.05157615763369,334
"386","mortality",216,216,235.4710666609,3.82501020330244,335
"387","mortality",216,216,217.007047781203,3.51894319198496,337
"388","mortality",217,217,330.283469307197,4.50739041183061,338
"389","mortality",27,27,263.899648585142,3.62528032571124,341
"390","mortality",142,142,116.464024944474,3.83961462541785,341
"391","mortality",216,216,247.358954176525,4.2191929997664,341
"392","mortality",216,216,224.291507782129,3.50138368245402,344
"393","mortality",217,217,273.571106510942,3.70720921265221,345
"394","mortality",216,216,247.656746406775,3.98405204244755,346
"395","mortality",216,216,246.289517714356,3.72535452239213,350
"396","mortality",13,13,265.238475931289,3.50487494136825,355
"397","mortality",73,73,244.919478312396,3.75733808451368,356
"398","mortality",168,168,230.826563227589,3.50363602918817,356
"399","mortality",189,189,302.288915171341,3.80088527647609,356
"400","mortality",216,216,270.067563999468,4.25561996402931,357
"401","mortality",216,216,268.552534520256,4.07223515431542,358
"402","mortality",216,216,248.020391602984,3.74918785578645,360
"403","mortality",168,168,211.053970296016,3.64213876195728,364
"404","mortality",142,142,125.148168645505,3.91377798861735,366
"405","mortality",169,169,243.328785649741,3.54889117651311,366
"406","mortality",135,135,304.430298554776,3.9836925019735,367
"407","mortality",216,216,294.700710850668,4.40218654968976,372
"408","mortality",111,111,294.649952262457,3.62152055036121,375
"409","mortality",29,29,268.312607930706,3.61783056833939,378
"410","mortality",111,111,260.941635635905,3.53882062926859,378
"411","mortality",132,132,136.780998728731,4.4820397529734,378
"412","mortality",136,136,-297.523302115285,-4.87954129176434,378
"413","mortality",216,216,214.441498640273,3.58183652104359,378
"414","mortality",33,33,-290.392938167361,-3.77048447652567,387
"415","mortality",217,217,301.128632447978,3.77098907757057,395
"416","mortality",216,216,335.044285449673,4.97754093346104,397
"417","mortality",216,216,272.96104131567,4.3510987129602,399
"418","mortality",135,135,256.26890458054,3.83986842434157,407
"419","mortality",193,193,337.787797505117,4.97205442189902,407
"420","mortality",216,216,256.932718646702,3.92932404975042,407
"421","mortality",111,111,289.494578920117,3.92762394232602,413
"422","mortality",10,10,231.476062378689,3.54474102926056,418
"423","mortality",217,217,314.67893382271,3.92542636044247,418
"424","mortality",12,12,264.419388279677,3.53420598551808,422
"425","mortality",216,216,233.02475871026,3.80402840444518,422
"426","mortality",111,111,292.816157184506,3.51173315272284,423
"427","mortality",217,217,311.999498828921,3.81296267417805,425
"428","mortality",144,144,124.707709523917,4.33905246659098,426
"429","mortality",216,216,305.901600243395,4.99528480196216,426
"430","mortality",33,33,-322.229353079049,-4.05234959675363,432
"431","mortality",66,66,-213.359747256698,-3.72408844667971,435
"432","mortality",217,217,265.378171880626,3.7593592437048,435
"433","mortality",216,216,308.612175989967,4.69273650288562,442
"434","mortality",111,111,341.884253440925,4.259066431132,451
"435","mortality",217,217,252.618405764317,3.83529562730286,451
"436","mortality",217,217,302.045498546859,3.66689844321081,456
"437","mortality",111,111,307.921404043965,3.77182961954904,460
"438","mortality",217,217,344.966610476731,4.65938891611504,460
"439","mortality",217,217,391.674944473388,4.91223907346131,462
"440","mortality",216,216,265.023440057593,4.02125599304922,468
"441","mortality",216,216,261.317017564043,4.30692831215451,469
"442","mortality",216,216,285.294373156493,4.33638227431842,471
"443","mortality",73,73,245.392003474439,3.81060317664668,476
"444","mortality",169,169,303.210006777389,3.74369615570139,478
"445","mortality",216,216,237.225391448643,3.57294245014547,483
"446","mortality",217,217,294.599014265493,3.70942434362187,487
"447","mortality",138,138,-324.409156626283,-3.81106528558163,488
"448","mortality",217,217,302.74100980452,3.72008573286813,491
"449","mortality",216,216,238.971126126447,3.76457995807452,493
"450","mortality",66,66,-238.897932900102,-3.84843659929536,500
"451","mortality",168,168,222.970110968455,3.57917568769121,503
"452","mortality",217,217,258.247029178141,4.1106719965626,503
"453","mortality",216,216,251.429829572682,3.77919365651466,504
"454","mortality",193,193,270.140207114215,3.57333841464779,506
"455","mortality",216,216,269.148952802737,4.38810162268944,511
"456","mortality",98,98,-318.234267184664,-4.05865034995377,513
"457","mortality",193,193,291.272759276742,3.71629395473268,513
"458","mortality",142,142,288.298119350739,3.5427148293574,514
"459","mortality",217,217,293.528173436809,3.87375206996192,515
"460","mortality",169,169,300.726561866817,3.64172704137279,526
"461","mortality",216,216,247.86868347496,3.59281993503618,531
"462","mortality",111,111,300.312375845618,3.9410854536137,538
"463","mortality",193,193,303.736328271658,4.22749229456058,540
"464","mortality",6,6,-253.300959444132,-3.81378930325125,541
"465","mortality",216,216,239.377959796329,3.72465385697281,545
"466","mortality",216,216,252.420796815684,4.03557525924013,550
"467","mortality",216,216,231.498560892654,3.68086629517605,551
"468","mortality",111,111,267.655317631147,3.57164348700229,557
"469","mortality",216,216,235.324318552514,3.61604467184903,560
"470","mortality",6,6,-242.730417289637,-3.63719601715587,562
"471","mortality",217,217,319.545289697988,3.96745743501124,565
"472","mortality",75,75,299.05796450929,3.57296125264235,572
"473","mortality",6,6,-291.497885358863,-4.14658033287205,576
"474","mortality",111,111,268.876023673576,3.66020098016032,582
"475","mortality",60,60,315.705857725471,3.98477711349649,585
"476","mortality",216,216,252.512814386474,3.89029042757298,585
"477","mortality",216,216,215.340155822533,3.55783044994894,589
"478","mortality",216,216,272.712705252581,3.79288391330194,596
"479","mortality",10,10,250.036070419813,3.97963266466257,599
"480","mortality",193,193,271.592759365111,3.81312429764537,605
"481","mortality",217,217,237.555019835209,4.02510535657567,605
"482","mortality",6,6,-243.005503292416,-3.71146013176181,610
"483","mortality",141,141,124.177453216776,3.65056056176219,610
"484","mortality",217,217,247.438120876943,3.79359628073784,610
"485","mortality",215,215,151.81466955195,4.07747096803605,619
